id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
VMENS_13440,"Velas aromáticas de mensajes","Velas aromatizantes de cera de palma con mensajes hechas artesanalmente con mucho amor. Selecciona la vela con tu mensaje favorito. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 2 -4 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/Velas-Mantra-4.jpg,https://almadelascosas.com/producto/velas-aromaticas-de-mensajes/,"Bienestar y belleza, Velas, Hogar y decoración","Alma de las Cosas",42000COP,in stock,VMENS_13440,,"https://almadelascosas.com/wp-content/uploads/2022/02/Velas-Mantra-3.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_5113-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_5394-Editar-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,42000COP,new,published,,,,,,,
VVCOL_13446,"Velas aromáticas de cera de palma en vidrios de colores","Velas aromatizantes de cera de palma en cristal de colores blanco, lila y aguamarina. Elige tu esencia favorita entre nuestras opciones Mantra, Vainilla francés, Sándalo & Mandarina. Envíos a todo el país.Recibe este producto en: 2 - 4 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2022/02/Velas-Mantra-1.jpg,https://almadelascosas.com/producto/velas-aromaticas-de-cera-de-palma-en-vidrios-de-colores/,"Bienestar y belleza, Velas, Hogar y decoración","Alma de las Cosas",38000COP,in stock,VVCOL_13446,,"https://almadelascosas.com/wp-content/uploads/2022/02/Velas-Mantra-2.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_5184-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,38000COP,new,published,,,,,,,
EXOTIC BLOSSOM 8X8_14227,"VELA EXOTIC BLOSSOM 200 GR.","Regalar luz siempre será una buena idea,  y si eres amante de las flores y sus fragancias, esta vela es ideal para acompañar tus momentos y tus espacios. Las rosas y los lirios desprenden olores dulces y suaves los cuales transmiten optimismo y vitalidad, e igualmente ayudan a combatir el estrés,  la tensión y ayudan a relajar el sistema nervioso. Velas hechas a base de ceras naturales de soya y coco. Envíos a todo el país.*Se entrega con: Caja, Porta vela y Postal.Tiempo de entrega: de 1 a 3 días laboralesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2022/03/Captura-de-Pantalla-2021-08-09-a-las-16.32.41.png,https://almadelascosas.com/producto/vela-exotic-blossom-200-gr/,"Bienestar y belleza, Velas, Hogar y decoración","Alma de las Cosas",50000COP,in stock,EXOTIC BLOSSOM 8X8_14227,,"https://almadelascosas.com/wp-content/uploads/2022/03/Captura-de-Pantalla-2021-08-09-a-las-18.39.50.png,https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-06-at-10.15.43-AM-3.jpeg,https://almadelascosas.com/wp-content/uploads/2022/03/5.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,50000COP,new,published,,,,,,,
CMPMAm3_14133,"Caja de regalo Amanecer","Si la persona que deseas sorprender es amante de las flores, los aromas dulces y el cuidado facial, esta cajita es la indicada para ti. Con una combinación perfecta para dedicar un tiempo a sí misma, nuestro mini bouquet de flores secas, una deliciosa vela elaborada en cera de soya y una mascarilla de arcilla pura y natural, hacen en su conjunto un detalle que no pasará desapercibido. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 3 - 5 días laborales",https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.46.32.jpeg,https://almadelascosas.com/producto/caja-de-regalo-amanecer/,"Mes de la Mujer, Bienestar y belleza, Velas, Regalos, Regalos para mí, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",165000COP,in stock,CMPMAm3_14133,,"https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.46.30.jpeg,https://almadelascosas.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-26-at-10.46.31.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-16.58.53.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,165000COP,new,published,,,,,,,
CSM_13124,"Cajax6- Some Magic✨","Emprende un viaje por el brillante mundo de los macarons franceses con esta caja donde podrás probar todos los sabores! La caja contiene 6 unidades surtidas de deliciosos crujientes macarons. Envíos a todo el país. Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/Cajax6.png,https://almadelascosas.com/producto/cajax6-some-magic%e2%9c%a8/,"Mes de la Mujer, Repostería especial y bebidas, Galletas, Repostería para eventos","Alma de las Cosas",36000COP,in stock,CSM_13124,,"https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8817-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Donma-branding-by-stay-hungry-studio-10.png,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8789-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,36000COP,new,published,,,,,,,
CGCEGing5_13964,"Caja de regalo Ginger","No hay nada más lindo que celebrar la vida, la nueva llegada de un integrante a la familia y al mismo tiempo celebrar a aquella mujer que se convertirá en una futura mamá. Si buscas ese regalo en conjunto, este es el indicado para ti, con una mezcla de artículos que permitirán a ambos sentir todo ese amor a través de una cajita de regalo. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 3 - 4 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-10.37.01-1.jpeg,https://almadelascosas.com/producto/caja-de-regalo-ginger/,"Accesorios, Mugs y tazas, Arte y colección, Amigurumis de colección, Niños y bebés, Juguetes, Decoración, Regalos, Regalos para niños y niñas, Regalos para papá y mamá","Alma de las Cosas",180000COP,in stock,CGCEGing5_13964,,"https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-10.37.01.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-10.37.07.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-10.37.08.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2022-02-26-at-16.58.53.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,180000COP,new,published,,,,,,,
GIRLPOWER_13989,"KIT MUJER 2022","Este año para el día de la mujer quisimos crear un regalo que dijera G R A C I A S!Gracias a todas las mujeres que tenemos el poder de cambiar el mundo con pequeños y grandes actos! No dejes de sorprender a esa mujer especial; madre, hija, hermana, amiga, colega, novia, que hace que tu vida brille mucho más! Este producto se envía desde: BogotáRecibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/alma1-e1646064614441.jpg,https://almadelascosas.com/producto/kit-mujer-2022/,"Bienestar y belleza, Baño, Jabones, Regalos, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",87000COP,in stock,GIRLPOWER_13989,,"https://almadelascosas.com/wp-content/uploads/2022/02/alma2.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/alma3.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,87000COP,new,published,,,,,,,
E050_13895,"Regalo plantita para iniciar el año - Cumpleaños","Regalo sinónimo de vida para iniciar un año nuevo de vida🌟 Ideal para cumpleaños o comienzos de nuevas etapas en la vida. Envíos a todo el país.Este producto se envía desde: Cajicá, Cundinamarca.Recibe este producto en: 2 – 5 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/ADS-1-scaled.jpg,https://almadelascosas.com/producto/regalo-plantita-para-iniciar-el-ano-cumpleanos/,"Regalos, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",34900COP,in stock,E050_13895,,"https://almadelascosas.com/wp-content/uploads/2022/02/E050A-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/E050B-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Caja1-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Caja2-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,34900COP,new,published,,,,,,,
KEL_13669,"Kit para Él","¿Necesitas un regalo para hombre y no sabes qué regalarle? nada mejor que una experiencia de cuidado personal, tiempo para él y su rutina de afeitado, acompañada de nuestros jabones naturales y totalmente artesanales, regenerantes perfectos para cubrir las necesidades de la piel masculina debido a los aceites vegetales. La afeitadora es totalmente clásica y duradera además de amigable con el medio ambiente.Este producto se envía desde: MedellínRecibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/KITEL-scaled.jpg,https://almadelascosas.com/producto/kit-para-el/,"Día del Hombre, Mes de la Mujer, Navidad, Regalos, Regalos San Valentín, Bienestar y belleza, Baño, Jabones, Regalos para pareja","Alma de las Cosas",60000COP,in stock,KEL_13669,,"https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8615-318k-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/KK-1-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,60000COP,new,published,,,,,,,
KELLA_13664,"Kit para Ella","Nada mejor que un jabón natural y con aromas deliciosos para mantener en nuestro baño, como son realizados a base de aceites vegetales como coco y karité son acondicionantes, ideales para usar en el cuerpo. Mientras los usas puedes frotar tu piel con la fibra natural exfoliante que al mismo tiempo activa la circulación sanguínea evitando las estrías.Este producto se envía desde: MedellínRecibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/KITELLA-scaled.jpg,https://almadelascosas.com/producto/kit-para-ella/,"Mes de la Mujer, Regalos, Regalos San Valentín, Bienestar y belleza, Baño, Jabones, Regalos para mí","Alma de las Cosas",60000COP,in stock,KELLA_13664,,"https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8589-297k-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/X-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,60000COP,new,published,,,,,,,
KCIAL2_13676,"Kit Especial con mantequilla de Maracuyá","El regalo ideal para brindar experiencias de cuidado personal, tiempo para ti. Nuestro kit de baño, con jabones corporales humectantes y artesanales viene acompañado de una mantequilla corporal extra humectante, ideal para hidratar tu piel luego de tomar una ducha relajante, aporta brillitos corporales que darán un toque sutil y atractivo. Envíos a todo el país.Recibe este producto en: 1- 3 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8568-278k-scaled.jpg,https://almadelascosas.com/producto/kit-especial-con-mantequilla-de-maracuya/,"Mes de la Mujer, Regalos, Regalos San Valentín, Bienestar y belleza, Baño, Jabones, Regalos","Alma de las Cosas",70000COP,in stock,KCIAL2_13676,,"https://almadelascosas.com/wp-content/uploads/2022/02/Cajaexterior-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/mant-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/caj-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,70000COP,new,published,,,,,,,
KSPA_13657,"Kit de Descanso - Spa en casa","¡Saca un día de descanso y conexión contigo mism@! Este kit será el aliado ideal para crear tu propio spa en casa. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8565-275k-scaled.jpg,https://almadelascosas.com/producto/kit-de-descanso-spa-en-casa/,"Mes de la Mujer, Regalos, Regalos San Valentín, Bienestar y belleza, Aromaterapia, Baño, Jabones, Regalos para mí, Regalos para una amistad","Alma de las Cosas",70000COP,in stock,KSPA_13657,,"https://almadelascosas.com/wp-content/uploads/2022/02/kitdespa-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/spa.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,70000COP,new,published,,,,,,,
KCIAL_13651,"Kit Especial con mantequilla de Coco","El regalo ideal para brindar experiencias de cuidado personal, tiempo para ti.Nuestro kit de baño, con jabones corporales humectantes y artesanales viene acompañado de una mantequilla corporal extra humectante, la cuál es ideal para hidratar tu piel luego de tomar una ducha relajante. Envíos a todo el país.Recibe este producto en: 1- 3 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2022/02/KIT-ESPECIAL.jpeg,https://almadelascosas.com/producto/kit-especial-con-mantequilla-de-coco/,"Mes de la Mujer, Regalos, Regalos San Valentín, Bienestar y belleza, Baño, Jabones, Hogar y decoración","Alma de las Cosas",70000COP,in stock,KCIAL_13651,,"https://almadelascosas.com/wp-content/uploads/2022/02/Kitespecial-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/IMG_8452-184k-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Cajaexterior-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,70000COP,new,published,,,,,,,
amarte siempre_13090,"Amarte Siempre: Ritual para el duelo de mascota","Sabemos el dolor que tienes hoy, pero también sabemos que tu mascota se fue para cumplir la última parte de su misión...Amarte Siempre... Hoy el amor incondicional te rodea y el arte sanará tu alma a través de una experiencia única y personal que ayudará a vivir el duelo de una manera respetuosa, empática y consciente. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2021-11-11-at-12.07.06-PM-1.jpeg,https://almadelascosas.com/producto/amarte-siempre-ritual-para-el-duelo-de-tu-mascota/,"Créalo tu mismo, Para pintar, Regalos para mí, Regalos para una amistad","Alma de las Cosas",85000COP,in stock,amarte siempre_13090,,"https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2021-11-11-at-12.07.08-PM-4.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2021-11-11-at-12.07.08-PM-3.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2021-11-11-at-12.07.07-PM-1.jpeg,https://almadelascosas.com/wp-content/uploads/2022/02/WhatsApp-Image-2021-11-11-at-12.07.07-PM-2.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,85000COP,new,published,,,,,,,
cajaamoryveg_13341,"Cajita de Amor Propio","Nuestra cajita de amor propio es la combinación perfecta de los elementos para magnificar tu esencia. Es perfecto para dártelo a ti misma o a una persona muy especial. Descubre todo lo que tiene en la descripción. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/CajitaAmor1.jpg,https://almadelascosas.com/producto/cajita-de-amor-propio/,"Mes de la Mujer, Bienestar y belleza, Inicio de Año, Papelería especial, Regalos","Alma de las Cosas",120000COP,in stock,cajaamoryveg_13341,,"https://almadelascosas.com/wp-content/uploads/2022/02/575-1.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/DiarioAmorVelaSeparador.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/velaamor2.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/HIloAmor.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/Separador2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,120000COP,new,published,,,,,,,
MAGIA02_13423,"Kit nuevos comienzos","Este kit es ideal para cerrar ciclos y comenzar otros. Contiene: una guía de nuevos comienzos, sales de baño y una vela con aroma. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2022/02/IMG_5253-scaled-e1644840320186.jpg,https://almadelascosas.com/producto/kit-nuevos-comienzos/,"Bienestar y belleza, Regalos, Regalos para mí, Regalos para una amistad","Alma de las Cosas",75000COP,in stock,MAGIA02_13423,,"https://almadelascosas.com/wp-content/uploads/2022/02/IMG_2241-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/MCC_44-scaled-e1644840412779.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/MCC_16-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2022/02/MCC_39-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,75000COP,new,published,,,,,,,
